Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,Sentiment,Sentiment_confidence
Galaxy S24 Ultra Titanium Ram,Samsung,Saran C.,مارس 21 2025,هاتف رائد يستحق الشراء حتي عام,يستحق الشراء عام بالتاكيد اعجبتني مظهره وملمسه هاتف رائد سامسونج كنت قلقا بشان اصاله المنتج لكنه اصلي شكرا لنون والبائع,positive,0.984939455986023
Galaxy A16 Space Ram,Samsung,Jessa Mae M.,أبريل 30 2025,رائع,هاتف رخيص الثمن موصي بشده للجميع صور عاليه الجوده الكاميرا الخاصه,positive,0.8989611268043518
Iphone 17 Pro Max 256,Apple,Anonymous,أكتوبر 3 2025,الجهاز اصلي وضمان ابل,انصحك تشتريه وبدون تفكير اصلي ومضمون,neutral,0.6179367899894714
Galaxy S24 Ultra Titanium Ram,Samsung,AbdulMuneer B.,فبراير 3 2025,سامسونج اس الترا تيتانيوم رمادي اصدار الشرق الاوسط,المنتج مذكور بالضبط المنتج ياتي اصدار الشرق الاوسط المسجل بالامارات العربيه المتحده خدمه منتج جيد وبه الكثير الميزات كاميرا الجهاز رائعه للغايه,positive,0.8722004890441895
Galaxy A16 Space Ram,Samsung,Anonymous,أكتوبر 13 2025,مزيف,انه هاتف حقيقي ولكنني احبه لانه مزودا بشريحتين لماذا يعجبني انهم قالوا انه مزود بشريحتين,positive,0.978581964969635
Iphone 17 Pro Max 256,Apple,متعب ا.,سبتمبر 26 2025,التوصيل الموعد المحدد,يجب تحديد نوع المنتج الشراء,neutral,0.9684688448905945
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 10 2025,جديد تجربه جيده الهاتف الاصلي,شيء اصلي جوده سامسونج ممتازه لدي والان المره وخاصه اللون البنفسجي يبدو رائعا بالنسبه وهذه المره استرداد نقدي بقيمه احصل علي اضافيه مجانا,positive,0.9740256667137146
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,نوفمبر 17 2024,الهاتف الاصلي والافضل الايفون,مرحبا بالجميع اريد ان اقول انني مستخدم اشتريت الهاتف فقط اجل الذكاء الاصطناعي وتحرير الفيديو واريد ان اقول ان جهاز رائع رايته وانا احبه واستجابه الذكاء الاصطناعي والكاميرا هاتفي هاتف,positive,0.9825240969657898
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 17 2025,اعجبني المنتج رائع شكرا,لقد شعرت بخيبه امل لانه يوجد كابل راس,negative,0.969389021396637
Galaxy S24 Ultra Titanium Ram,Samsung,Shukry F.,أكتوبر 12 2024,المنتج اصلي وصنع فيتنام,المنتج اصلي كاميرا رائعه ميزات الذكاء الاصطناعي رائعه ميزات قلم اكثر انتاجيه وخاصه التحكم الغالق والايماءات جهاز رائع للانتاجيه وتدوين الملاحظات المزيد عمر البطاريه متوسط,positive,0.724729597568512
Iphone 17 Pro Max 256,Apple,Anonymous,أكتوبر 9 2025,جيد,جيد,positive,0.8054417967796326
Galaxy A16 Space Ram,Samsung,Sheikh H.,أغسطس 29 2025,شكرا جزيلا للبائع الحقيقي,منتج اصلي استمر التالق,positive,0.9896464943885803
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 15 2025,شاشه الهاتف المحمول تظهر خطا اخضر,مرحبا اريد ارجاع هاتفي المحمول والسبب عندما فتحت الهاتف العلبه وبعد تشغيله تظهر شاشه الهاتف خطا اخضر ولهذا السبب اريد الارجاع فضلك احتاج الي مساعده,neutral,0.8463832139968872
Iphone 17 Pro Max 256,Apple,Anonymous,سبتمبر 24 2025,ممتاز,جهاز ممتاز جدا عجبني البطاريه تدوم اكثر يوم,positive,0.9834715127944946
Galaxy A16 Space Ram,Samsung,Roni H.,يونيو 27 2025,,شيء جيدا شكرا لـ شكرا لـ شكرا لـ,positive,0.8894415497779846
Galaxy S24 Ultra Titanium Ram,Samsung,Hashim S.,يوليو 26 2025,وقت الطلب يظهر ساعه يتم تسليمه غضون ساعه,افضل جهاز ساشتريه المنصه خلال اشتري تابي بمبلغ اقل علي اقساط ماشاء الله عمل جيد جدا وتابي,positive,0.964668869972229
Galaxy A16 Space Ram,Samsung,Md Sabul M.,أغسطس 19 2025,الهاتف جيدا,تغيير تلقائي بالكامل بنسبه الوقت الصافي الكامل انظر الي الهاتف بنسبه,neutral,0.7646397948265076
Iphone 17 Pro Max 256,Apple,بدر ا.,أكتوبر 9 2025,راااائع,الايفون سنوات ورجعت هالفهم,neutral,0.490412175655365
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 17 2025,عطل البطاريه,البطاريه تنفد اي استخدام اغلقت الواي فاي وبيانات الهاتف البطاريه تنفد تلقائيا بنسبه اي استخدام ارجو تغيير هاتفي اسوا تجربه,negative,0.684167206287384
Iphone 17 Pro Max 256,Apple,Mohamed E.,سبتمبر 26 2025,رائع جدا,سرعه التوصيل التغليف الجوال اكثر ممتاز,positive,0.8479587435722351
Galaxy S24 Ultra Titanium Ram,Samsung,Ajmal K.,يوليو 16 2025,استخدمه شهر احيانا يسخن خيبه امل ارجو اخباري بالحل,استخدم هاتف لمده شهر واحيانا اعاني ارتفاع درجه الحراره اثناء مشاهده واستخدام كاميرا والالعاب وكانت حرارته مرتفعه المره الاولي,negative,0.6677957773208618
Iphone 17 Pro Max 256,Apple,Anonymous,أكتوبر 8 2025,يتم اعاده كاش باك,يتم اعاده كاش باك,neutral,0.9251770377159119
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 11 2024,افضل شراء حتي الان,كنت متشككا بشان شراء الهواتف عبر الانترنت اكذب فهو الافضل حتي الان وامل الا تكون اي مشاكل الهاتف المستقبل حتي الان فهو يعمل بشكل مثالي وليس لدي اي شكاوي بشانه,positive,0.9233339428901672
Iphone 17 Pro Max 256,Apple,Burhan A.,أكتوبر 8 2025,النسخه اصليه وعليها ضمان حاسبات العرب,نسخه اصليه,neutral,0.8176998496055603
Galaxy A16 Space Ram,Samsung,Iresha P.,سبتمبر 12 2025,جاءت الحزمه بدون ختم,يبدو الصندوق قديما جدا ويبدو انه هاتف مستعمل,neutral,0.913148045539856
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 2 2025,هاتف جيد جدا سامسونج,الهاتف ممتاز جدا وخدمه ممتازه,positive,0.930633544921875
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 16 2025,انا راض جدا الجهاز فهو يعمل بشكل جيد واصلي بنسبه اوصي بالشراء,انا راض جدا الجهاز فهو يعمل بشكل جيد واصلي بنسبه اوصي بالشراء,positive,0.9728853106498718
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 19 2025,رائع وجميل جدا,الهاتف رخيص جدا وحالته جيده جدا,neutral,0.8551278710365295
Iphone 17 Pro Max 256,Apple,عبدالله ا.,سبتمبر 25 2025,تصل ال رصيد مسترجع,ولاكن المنتج سليم,neutral,0.8573787212371826
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 9 2025,المنتج جيد جدا واصلي يمكنك شراء المنتج وانت مغمض عينيك,منتج ممتاز النسخ الاحتياطي ممتاز المنتج اصلي اللون حقيقي شكرا للبائع ونون,positive,0.6735554337501526
Galaxy A16 Space Ram,Samsung,Afuwah M.,أغسطس 31 2025,جيد,المنتج جيد حتي الان وسوف يعود فتره الاستخدام,positive,0.8278070688247681
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 6 2025,سعيد,منتج جميل ونفس اللون طلبته وصل وانا سعيد جدا,positive,0.9664926528930664
Galaxy S24 Ultra Titanium Ram,Samsung,Dil Kumari C.,مايو 19 2024,مذهله,يعجبني اعتقدت ان التسوق عبر الانترنت ياتي عبوه مختومه او مفتوحه لدي شك اشعر بالاعجاب لانه ياتي بسرعه وحزم كامله للهاتف المحمول احب انه انه لطيف جدا شكرا جزيلا,positive,0.9506796598434448
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 23 2025,جيدا,منتج جيد يوجد غطاء خلفي او كابل لماذا,neutral,0.9600936770439148
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 10 2025,الجوال جيد جدا والتسليم سريع يوم بفضل الشركه وبفضل,الجوال جيد جدا والتسليم سريع يوم بفضل الشركه وبفضل,positive,0.9393962025642395
Iphone 17 Pro Max 256,Apple,Anonymous,سبتمبر 21 2025,بخصوص الايفون برو,منتج ممتاز وجوده عاليه,positive,0.9194892644882202
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 18 2025,يجب علي الشركه توفير محول او سماعه اذن,افضل هاتف بسعر رخيص,positive,0.8732219934463501
Galaxy S24 Ultra Titanium Ram,Samsung,Zeeshan S.,ديسمبر 1 2024,جوده ومواصفات جيده,اذا وضعت المواصفات اقصي حد فسوف تستنزف البطاريه بسرعه كبيره لذا ينصح بضبط الاعدادات علي المتوسط يمكنك العثور علي مراجعات المنتج علي موقع يوتيوب الي انه يستحق المال,positive,0.6549108624458313
Galaxy A16 Space Ram,Samsung,Alamger H.,يوليو 29 2025,الهاتف يتصل بالواي فاي او البيانات,يجب ان يكون مجهز الواي فاي,neutral,0.9532081484794617
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad  A.,أغسطس 17 2025,عمليه الشراء الثانيه لهاتف محمول حتي الظهر والحمد لله كانت تجربتي جيده المرتين,الحمد لله حصلت علي هاتفي الجديد موضح شكرا علي خدمتك الافضل,positive,0.9901493787765503
Galaxy S24 Ultra Titanium Ram,Samsung,Sufiyan Khan S.,أكتوبر 11 2025,جوده جيده ومستقبل جيد للكاميرا الاهم,جوده كاميرا ممتازه ترون جوده صوري ممتازه انها طابع مستقبلي,positive,0.9571044445037842
Iphone 17 Pro Max 256,Apple,Amer A.,أكتوبر 7 2025,اصلي,الجهاز اصلي وممتاز كلام,positive,0.9486073851585388
Galaxy S24 Ultra Titanium Ram,Samsung,Anwar A.,أغسطس 10 2025,شكرا جزيلا علي توفير المنتج الاصلي,شكرا ظهرا اصلي اليوم الاول خلال ساعتين بدون استخدام متبقيه اسبوع يزال يعمل بشكل جيد,positive,0.7437408566474915
Galaxy A16 Space Ram,Samsung,Anonymous,أبريل 29 2025,الهاتف المحمول جميل جدا,المنتج جيد شكرا علي التوصيل السريع,positive,0.9570053219795227
Iphone 17 Pro Max 256,Apple,Anonymous,أكتوبر 12 2025,مممممتاز,سريع التوصيل جدا جميل جدا,positive,0.9007329344749451
Galaxy S24 Ultra Titanium Ram,Samsung,Joy L.,سبتمبر 23 2024,يعتبر هاتف جوده جيده وانا احبه,يعجبني هاتف عدم وجود محفظه او اريد الدفع عبر الهاتف حاله حدوث يمكنني ادخال رقم بطاقتي لانه يوجد تطبيقات حتي قمت بتنزيلها فهي تعمل,neutral,0.6939881443977356
