Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,clean_description_norm,Sentiment,Sentiment_confidence,rule_decisions,heuristic
Galaxy A16 Space Ram,Samsung,علي م.,مارس 6 2025,انصح وبقوه,مقارنه بسعره الجهاز خرافي واسطوري شي مثالي شيان مدخل ادخال الشرائح يقبل شريحتين فقط او شريحه واحده شريحه واحده فقط يوجد مدخل سلكي منفصل للسماعات,مقارنه بسعره الجهاز خرافي واسطوري شي مثالي شيان مدخل ادخال الشرائح يقبل شريحتين فقط او شريحه واحده شريحه واحده فقط يوجد مدخل سلكي منفصل للسماعات,positive,0.9167497754096985,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Rupesh S.,مايو 30 2025,يزال الافضل سامسونج,حتي تم اطلاق يشعر بالفخامه هاتف متوسط المدي,حتي تم اطلاق يشعر بالفخامه هاتف متوسط المدي,positive,0.9891408681869507,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 22 2025,واحده الافضل,جيد للاستخدام,جيد للاستخدام,positive,0.7185400128364563,none,neutral
Galaxy A16 Space Ram,Samsung,Faisal M.,ديسمبر 26 2024,هاتف محمول جيد,شكرا ظهرا,شكرا ظهرا,positive,0.9167203307151794,none,neutral
Galaxy A16 Space Ram,Samsung,Mahmud  H.,مايو 11 2025,ابداعي,صنع فيتنام جيد,صنع فيتنام جيد,positive,0.9298936724662781,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mokhtar H.,ديسمبر 23 2024,متجر تسليم سريع جدا وتكلفه مناسبه,اداء جيد جدا يصبح الهاتف دافئا قليلا استخدام الكاميرا بشكل عام يستحق,اداء جيد جدا يصبح الهاتف دافئا قليلا استخدام الكاميرا بشكل عام يستحق,positive,0.9634966850280762,none,neutral
Galaxy A16 Space Ram,Samsung,Saurav D.,يونيو 29 2025,تسليم سريع,جيد بشكل عام,جيد بشكل عام,positive,0.9134160280227661,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 15 2025,انا سعيد جدا لان طلبي وصل احلامي,انا سعيد جدا لان طلبي وصل احلامي,انا سعيد جدا لان طلبي وصل احلامي,positive,0.9642670154571533,none,neutral
Galaxy A16 Space Ram,Samsung,Putu Eka  A.,مايو 18 2025,حزمه جيده,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 18 2025,منتج جيد,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Dada Basha S.,يوليو 14 2025,المنتج الاصلي,اشعر ان اللون مختلف التسليم اطلب اللون الرمادي التيتانيوم اعتقد انه يشبه اللون الازرق التيتانيوم,اشعر ان اللون مختلف التسليم اطلب اللون الرمادي التيتانيوم اعتقد انه يشبه اللون الازرق التيتانيوم,positive,0.7748860716819763,none,neutral
Galaxy A16 Space Ram,Samsung,Shamsher A.,مايو 28 2025,منتج جيد,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy A16 Space Ram,Samsung,Arjuna J.,مايو 25 2025,منتج جيد,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 2 2025,انيق الزبده,ذكي جدا تقنيه مذهله مظهر فاخر اعشقه يغير مفهوم الهواتف الذكيه تماما,ذكي جدا تقنيه مذهله مظهر فاخر اعشقه يغير مفهوم الهواتف الذكيه تماما,positive,0.9860343337059021,none,neutral
Galaxy A16 Space Ram,Samsung,Mohammad  H.,مايو 15 2025,شيء جيد,الهاتف جيد,الهاتف جيد,positive,0.8192578554153442,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Md Yeasin B.,يناير 11 2025,اعجبني المنتج,المنتج جيد جدا جدا شكرا,المنتج جيد جدا جدا شكرا,positive,0.9666911959648132,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Zia U.,نوفمبر 27 2024,مشكله بصمه الاصبع,جهاز رائع تجد مشاكل اذا استخدم اي شخص واقي شاشه اسفل الشاشه يعمل قفل الاصبع,جهاز رائع تجد مشاكل اذا استخدم اي شخص واقي شاشه اسفل الشاشه يعمل قفل الاصبع,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Galaxy A16 Space Ram,Samsung,Khaled Y.,يناير 24 2025,انو الجوال جاي علبه شحن واستيكؤ ضد الكسر زايد جراب,يعجبني لانه وصل بدون استيكر حمايه والثاني الجراب بتاع الجوال والثالث معه علبه شحن,يعجبني لانه وصل بدون استيكر حمايه والثاني الجراب بتاع الجوال والثالث معه علبه شحن,positive,0.8936647772789001,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Usman S.,أبريل 19 2025,المنتج الوقت المحدد والجوده جيده,استخدمت المنتج الجوده جيده اشك ان شيء مثالي شكرا,استخدمت المنتج الجوده جيده اشك ان شيء مثالي شكرا,positive,0.930103063583374,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 7 2025,حب,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy A16 Space Ram,Samsung,هيمو ش.,سبتمبر 2 2025,ماشاءالله جميل,الجوال جميل وفنان بمعني الكلمه يعلق شيء انصح الصوره عشان ترفع النقاط وقسم بالله الجوال جبار,الجوال جميل وفنان بمعني الكلمه يعلق شيء انصح الصوره عشان ترفع النقاط وقسم بالله الجوال جبار,positive,0.9890953898429871,mixed_positive_margin,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 28 2025,وصل الصوره ماشاء الله,شكله حجمه كويس ماشاء الله مشكله الشاحن سلك يجي بدون راس يبغاله فيش معين تشتريه يركب معاه,شكله حجمه كويس ماشاء الله مشكله الشاحن سلك يجي بدون راس يبغاله فيش معين تشتريه يركب معاه,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Siam A.,أغسطس 27 2025,الظهر,الهاتف جيد الجوده واللون جيد وانا سعيد جدا بالتسليم الاول شكرا,الهاتف جيد الجوده واللون جيد وانا سعيد جدا بالتسليم الاول شكرا,positive,0.9518870115280151,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mustansar Abbas A.,سبتمبر 10 2025,جوده سيئه,جودته رديئه جدا اختفي اللون جهه واحده الحل,جودته رديئه جدا اختفي اللون جهه واحده الحل,negative,0.9564842581748962,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,KIRAN J.,أكتوبر 9 2024,المنتج جيد وتم استلام المنتج الاصلي الظهيره,اعجبني اداء الهاتف وميزات الذكاء الاصطناعي,اعجبني اداء الهاتف وميزات الذكاء الاصطناعي,positive,0.9899039268493652,none,neutral
Galaxy A16 Space Ram,Samsung,عمر ع.,يونيو 8 2025,جوال مناسب السعر,مشكلو واحده بيجي معو راس شاحن السماعه لاكين الجوال كويس وخفيف الوزن وسريع التوصيل,مشكلو واحده بيجي معو راس شاحن السماعه لاكين الجوال كويس وخفيف الوزن وسريع التوصيل,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy A16 Space Ram,Samsung,Bilal A.,مايو 21 2025,جوده جيده,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Bobby U.,نوفمبر 3 2024,معجب,انا احب الهاتف انه هاتف ذكي يصدق ميزات الذكاء الاصطناعي المذهله انا احبه اوصي,انا احب الهاتف انه هاتف ذكي يصدق ميزات الذكاء الاصطناعي المذهله انا احبه اوصي,positive,0.9893994927406311,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 12 2024,يعمل الهاتف المحمول الهند وهل اي مشاكل البرج ارجو الرد,متجر موثوق هاتف محمول لطيف شكرا علي التوصيل السريع,متجر موثوق هاتف محمول لطيف شكرا علي التوصيل السريع,positive,0.9685527086257935,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 20 2025,انها اصليه انها قهوه,استخدامه لمده شهرين ادركت انه اورجينيا قهوه,استخدامه لمده شهرين ادركت انه اورجينيا قهوه,positive,0.7767658829689026,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 28 2025,شيء جيد جدا شكرا ظهرا,جيد جدا جدا انا راض اوصيك,جيد جدا جدا انا راض اوصيك,positive,0.8939357995986938,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 4 2025,قفل جيد جدا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 23 2025,الكاميرا,والكاميرا مش افضل حاجه خصوصا الاضاءه الضعيفه الجهاز بيهنج شويه افتح تطبيق,والكاميرا مش افضل حاجه خصوصا الاضاءه الضعيفه الجهاز بيهنج شويه افتح تطبيق,negative,0.8248049020767212,none,positive
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 4 2025,الظهر جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 7 2024,الهاتف جيد جدا الفرصه تدوم طويلا,الهاتف جيد جدا الفرصه تدوم طويلا,الهاتف جيد جدا الفرصه تدوم طويلا,positive,0.9056432247161865,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أبريل 4 2025,جميل جدا,اعجب طفلي وفرح ذاكرته تكفي الالعاب اللي يحبها ان شاء الله ماترتفع حرارته الوقت,اعجب طفلي وفرح ذاكرته تكفي الالعاب اللي يحبها ان شاء الله ماترتفع حرارته الوقت,positive,0.9766270518302917,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad  D.,يوليو 22 2025,جيد يظهر الخاصيه هاتف,انا احب الجهاز,انا احب الجهاز,positive,0.8971432447433472,none,neutral
Iphone 16,Apple,Anonymous,مايو 3 2025,انتهت صلاحيه الضمان,استلمت الهاتف علبه مغلقه وكان حاله ممتازه اي مشاكل ظاهره عندما تحققت حاله الضمان وجدت انه انتهي تحققت تاريخ التفعيل علي موقع الالكتروني اكد ان الهاتف مفعل بالفعل وان الضمان انتهي,استلمت الهاتف علبه مغلقه وكان حاله ممتازه اي مشاكل ظاهره عندما تحققت حاله الضمان وجدت انه انتهي تحققت تاريخ التفعيل علي موقع الالكتروني اكد ان الهاتف مفعل بالفعل وان الضمان انتهي,negative,0.85,short_pos_override|mixed_pref_negative,neutral
